,client_id,age,job,marital,education,credit_default,mortgage,month,day,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome
0,12357,45,blue-collar,married,basic.9y,no,yes,jul,22,297,1,0,nonexistent,93.918,4.959,no
1,12358,29,entrepreneur,married,high.school,no,yes,jul,15,668,2,0,nonexistent,93.918,4.959,no
2,12359,46,services,married,high.school,no,yes,jul,2,65,2,0,nonexistent,93.918,4.959,no
3,12360,33,technician,married,basic.9y,unknown,yes,jul,27,436,4,0,nonexistent,93.918,4.959,no
4,12361,41,management,married,university.degree,no,yes,jul,31,1044,3,0,nonexistent,93.918,4.959,no
5,12362,31,technician,single,professional.course,no,no,jul,2,141,2,0,nonexistent,93.918,4.959,no
6,12363,30,services,divorced,high.school,no,yes,jul,20,39,2,0,nonexistent,93.918,4.959,no
7,12364,58,retired,married,professional.course,unknown,yes,jul,7,165,2,0,nonexistent,93.918,4.959,no
8,12365,31,blue-collar,married,basic.9y,no,unknown,jul,22,135,3,0,nonexistent,93.918,4.959,no
9,12366,30,admin.,married,high.school,no,yes,jul,9,53,6,0,nonexistent,93.918,4.959,no
10,12367,40,blue-collar,divorced,basic.6y,unknown,unknown,jul,6,138,3,0,nonexistent,93.918,4.959,no
11,12368,33,services,married,high.school,no,yes,jul,23,548,2,0,nonexistent,93.918,4.959,no
12,12369,38,blue-collar,married,basic.9y,no,no,jul,9,95,2,0,nonexistent,93.918,4.959,no
13,12370,29,admin.,married,basic.9y,no,yes,jul,3,273,3,0,nonexistent,93.918,4.959,no
14,12371,40,blue-collar,married,basic.9y,no,no,jul,29,304,3,0,nonexistent,93.918,4.959,no
15,12372,48,blue-collar,married,basic.4y,no,no,jul,17,425,2,0,nonexistent,93.918,4.959,no
16,12373,51,retired,married,basic.9y,unknown,no,jul,30,64,1,0,nonexistent,93.918,4.959,no
17,12374,51,retired,married,basic.9y,unknown,yes,jul,20,276,1,0,nonexistent,93.918,4.959,no
18,12375,34,technician,married,high.school,unknown,yes,jul,13,92,1,0,nonexistent,93.918,4.959,no
19,12376,46,blue-collar,married,basic.9y,unknown,no,jul,21,407,1,0,nonexistent,93.918,4.959,no
20,12377,34,unemployed,married,high.school,no,no,jul,27,339,1,0,nonexistent,93.918,4.959,no
21,12378,55,admin.,married,high.school,no,yes,jul,6,92,3,0,nonexistent,93.918,4.96,no
22,12379,47,admin.,married,university.degree,unknown,unknown,jul,20,135,3,0,nonexistent,93.918,4.96,no
23,12380,41,blue-collar,married,basic.4y,no,yes,jul,16,107,2,0,nonexistent,93.918,4.96,no
24,12381,49,admin.,divorced,high.school,no,no,jul,8,148,3,0,nonexistent,93.918,4.96,no
25,12382,38,admin.,divorced,high.school,no,no,jul,11,125,2,0,nonexistent,93.918,4.96,no
26,12383,51,admin.,married,illiterate,unknown,no,jul,7,151,4,0,nonexistent,93.918,4.96,no
