,client_id,age,job,marital,education,credit_default,mortgage,month,day,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome
0,16476,28,admin.,single,university.degree,no,yes,jul,19,156,2,0,nonexistent,93.918,4.963,no
1,16477,36,blue-collar,married,high.school,no,no,jul,17,238,1,0,nonexistent,93.918,4.963,no
2,16478,40,blue-collar,married,high.school,no,no,jul,31,319,1,0,nonexistent,93.918,4.963,no
3,16479,33,blue-collar,married,basic.4y,no,yes,jul,27,371,1,0,nonexistent,93.918,4.963,no
4,16480,32,blue-collar,divorced,basic.6y,unknown,yes,jul,12,670,1,0,nonexistent,93.918,4.963,no
5,16481,46,services,married,high.school,no,yes,jul,21,194,1,0,nonexistent,93.918,4.963,no
6,16482,28,management,single,university.degree,no,yes,jul,8,35,9,0,nonexistent,93.918,4.963,no
7,16483,31,blue-collar,married,basic.4y,unknown,yes,jul,16,148,1,0,nonexistent,93.918,4.963,no
8,16484,31,blue-collar,married,basic.9y,no,no,jul,29,284,1,0,nonexistent,93.918,4.963,no
9,16485,26,admin.,single,university.degree,no,yes,jul,3,182,1,0,nonexistent,93.918,4.963,no
10,16486,57,admin.,married,basic.9y,no,no,jul,7,194,1,0,nonexistent,93.918,4.963,no
11,16487,36,entrepreneur,married,university.degree,no,no,jul,22,56,1,0,nonexistent,93.918,4.963,no
12,16488,30,blue-collar,single,basic.6y,unknown,yes,jul,23,375,8,0,nonexistent,93.918,4.963,no
13,16489,30,technician,married,university.degree,no,yes,jul,18,31,2,0,nonexistent,93.918,4.963,no
14,16490,42,admin.,married,university.degree,no,no,jul,16,73,2,0,nonexistent,93.918,4.963,no
15,16491,31,housemaid,single,high.school,no,no,jul,19,952,2,0,nonexistent,93.918,4.963,no
16,16492,39,services,married,high.school,no,no,jul,10,111,1,0,nonexistent,93.918,4.963,no
17,16493,24,blue-collar,single,basic.9y,unknown,yes,jul,23,213,1,0,nonexistent,93.918,4.963,no
18,16494,39,services,married,unknown,unknown,no,jul,25,146,2,0,nonexistent,93.918,4.963,no
19,16495,57,admin.,single,basic.9y,no,yes,jul,18,158,3,0,nonexistent,93.918,4.963,no
20,16496,24,services,single,basic.9y,no,yes,jul,20,163,4,0,nonexistent,93.918,4.963,no
21,16497,21,blue-collar,married,basic.9y,no,yes,jul,10,150,2,0,nonexistent,93.918,4.963,no
22,16498,36,blue-collar,single,basic.6y,no,yes,jul,31,423,1,0,nonexistent,93.918,4.963,no
23,16499,44,admin.,married,basic.6y,no,no,jul,4,368,1,0,nonexistent,93.918,4.963,no
24,16500,30,management,married,university.degree,no,yes,jul,11,280,1,0,nonexistent,93.918,4.963,no
25,16501,36,services,married,high.school,unknown,no,jul,17,79,3,0,nonexistent,93.918,4.963,no
26,16502,32,technician,single,high.school,no,no,jul,19,40,5,0,nonexistent,93.918,4.963,no
27,16503,38,blue-collar,married,high.school,no,yes,jul,1,122,5,0,nonexistent,93.918,4.963,no
28,16504,25,blue-collar,single,basic.6y,no,no,jul,11,123,2,0,nonexistent,93.918,4.963,no
29,16505,32,technician,married,professional.course,no,no,jul,2,183,1,0,nonexistent,93.918,4.963,no
30,16506,40,entrepreneur,married,university.degree,no,no,jul,17,639,1,0,nonexistent,93.918,4.963,no
31,16507,22,blue-collar,single,high.school,no,yes,jul,13,123,2,0,nonexistent,93.918,4.963,no
32,16508,29,admin.,divorced,unknown,no,no,jul,5,222,1,0,nonexistent,93.918,4.963,no
33,16509,51,blue-collar,single,basic.4y,unknown,yes,jul,1,70,2,0,nonexistent,93.918,4.963,no
34,16510,47,self-employed,single,unknown,no,yes,jul,28,202,1,0,nonexistent,93.918,4.963,no
35,16511,36,blue-collar,married,basic.9y,no,no,jul,5,157,1,0,nonexistent,93.918,4.963,no
36,16512,26,services,single,high.school,no,yes,jul,31,190,1,0,nonexistent,93.918,4.963,no
37,16513,26,services,single,high.school,no,no,jul,29,172,1,0,nonexistent,93.918,4.963,no
38,16514,36,blue-collar,married,basic.9y,no,no,jul,8,143,1,0,nonexistent,93.918,4.963,no
39,16515,44,admin.,married,basic.6y,no,no,jul,1,70,1,0,nonexistent,93.918,4.963,no
40,16516,25,blue-collar,single,basic.9y,unknown,no,jul,3,173,4,0,nonexistent,93.918,4.963,no
41,16517,55,unemployed,married,university.degree,no,yes,jul,25,387,1,0,nonexistent,93.918,4.963,no
42,16518,30,blue-collar,married,basic.6y,no,yes,jul,3,74,3,0,nonexistent,93.918,4.963,no
43,16519,33,management,married,high.school,no,yes,jul,22,155,2,0,nonexistent,93.918,4.963,no
44,16520,39,blue-collar,single,university.degree,no,no,jul,1,81,1,0,nonexistent,93.918,4.963,no
45,16521,24,admin.,married,unknown,no,yes,jul,21,165,2,0,nonexistent,93.918,4.963,no
46,16522,28,admin.,married,university.degree,no,no,jul,21,690,1,0,nonexistent,93.918,4.963,yes
47,16523,53,services,married,high.school,no,no,jul,24,159,2,0,nonexistent,93.918,4.963,no
48,16524,28,services,single,high.school,no,no,jul,9,73,1,0,nonexistent,93.918,4.963,no
49,16525,30,management,married,university.degree,no,no,jul,26,465,2,0,nonexistent,93.918,4.963,no
50,16526,26,student,single,high.school,no,no,jul,27,312,1,0,nonexistent,93.918,4.963,no
51,16527,30,admin.,married,university.degree,no,yes,jul,30,717,8,0,nonexistent,93.918,4.963,no
52,16528,25,technician,single,university.degree,no,no,jul,6,355,3,0,nonexistent,93.918,4.963,no
53,16529,36,entrepreneur,married,university.degree,no,yes,jul,14,191,2,0,nonexistent,93.918,4.963,no
54,16530,37,entrepreneur,married,university.degree,no,yes,jul,29,538,2,0,nonexistent,93.918,4.963,no
55,16531,50,admin.,single,university.degree,no,no,jul,19,102,1,0,nonexistent,93.918,4.963,no
56,16532,28,admin.,married,university.degree,no,no,jul,7,118,1,0,nonexistent,93.918,4.963,no
57,16533,31,services,divorced,high.school,no,no,jul,3,197,2,0,nonexistent,93.918,4.963,no
58,16534,58,retired,married,basic.4y,unknown,yes,jul,1,374,1,0,nonexistent,93.918,4.963,no
59,16535,24,admin.,married,unknown,no,yes,jul,21,130,5,0,nonexistent,93.918,4.963,no
60,16536,53,entrepreneur,divorced,university.degree,no,yes,jul,27,97,5,0,nonexistent,93.918,4.963,no
61,16537,28,admin.,married,university.degree,no,yes,jul,14,529,1,0,nonexistent,93.918,4.963,yes
62,16538,49,unemployed,married,high.school,no,yes,jul,13,98,1,0,nonexistent,93.918,4.963,no
63,16539,59,retired,married,university.degree,unknown,no,jul,4,108,2,0,nonexistent,93.918,4.963,no
64,16540,33,blue-collar,married,basic.4y,no,yes,jul,6,273,2,0,nonexistent,93.918,4.963,no
65,16541,39,services,married,unknown,unknown,unknown,jul,10,140,2,0,nonexistent,93.918,4.963,no
66,16542,28,admin.,married,university.degree,no,no,jul,18,179,2,0,nonexistent,93.918,4.963,no
67,16543,56,retired,married,professional.course,no,no,jul,22,135,1,0,nonexistent,93.918,4.963,no
68,16544,24,admin.,married,university.degree,no,no,jul,9,135,1,0,nonexistent,93.918,4.963,no
69,16545,34,technician,married,professional.course,no,no,jul,6,511,3,0,nonexistent,93.918,4.963,no
70,16546,27,management,single,university.degree,no,no,jul,6,435,3,0,nonexistent,93.918,4.963,no
71,16547,37,admin.,single,university.degree,no,no,jul,11,36,2,0,nonexistent,93.918,4.963,no
72,16548,49,self-employed,divorced,university.degree,no,no,jul,29,207,2,0,nonexistent,93.918,4.963,no
73,16549,30,management,married,university.degree,no,unknown,jul,5,173,2,0,nonexistent,93.918,4.963,no
74,16550,40,admin.,divorced,university.degree,no,no,jul,19,366,2,0,nonexistent,93.918,4.963,no
75,16551,52,admin.,divorced,university.degree,no,no,jul,24,216,8,0,nonexistent,93.918,4.963,no
76,16552,44,technician,married,professional.course,no,no,jul,2,96,1,0,nonexistent,93.918,4.963,no
77,16553,36,blue-collar,married,basic.9y,unknown,yes,jul,16,297,1,0,nonexistent,93.918,4.963,no
78,16554,50,housemaid,married,unknown,no,yes,jul,17,58,2,0,nonexistent,93.918,4.963,no
79,16555,38,management,single,university.degree,no,no,jul,2,76,17,0,nonexistent,93.918,4.963,no
80,16556,31,blue-collar,married,basic.4y,unknown,no,jul,2,99,2,0,nonexistent,93.918,4.963,no
81,16557,30,management,married,university.degree,no,no,jul,26,103,4,0,nonexistent,93.918,4.963,no
82,16558,27,services,single,high.school,no,yes,jul,2,158,2,0,nonexistent,93.918,4.963,no
83,16559,25,blue-collar,married,high.school,no,no,jul,16,90,1,0,nonexistent,93.918,4.963,no
84,16560,30,blue-collar,married,basic.6y,no,no,jul,23,1152,2,0,nonexistent,93.918,4.963,yes
85,16561,27,blue-collar,single,high.school,no,yes,jul,6,55,1,0,nonexistent,93.918,4.963,no
86,16562,36,self-employed,single,university.degree,no,yes,jul,2,335,3,0,nonexistent,93.918,4.963,no
87,16563,49,self-employed,divorced,university.degree,no,yes,jul,31,126,4,0,nonexistent,93.918,4.963,no
88,16564,25,blue-collar,single,basic.9y,no,yes,jul,15,439,1,0,nonexistent,93.918,4.963,no
89,16565,26,technician,single,professional.course,no,no,jul,18,169,2,0,nonexistent,93.918,4.963,no
90,16566,26,admin.,single,university.degree,no,no,jul,9,979,3,0,nonexistent,93.918,4.963,no
91,16567,49,unknown,married,university.degree,no,yes,jul,26,92,2,0,nonexistent,93.918,4.963,no
92,16568,34,blue-collar,married,high.school,unknown,yes,jul,20,203,4,0,nonexistent,93.918,4.963,no
93,16569,37,technician,single,university.degree,no,yes,jul,25,256,1,0,nonexistent,93.918,4.963,no
94,16570,29,blue-collar,married,unknown,no,yes,jul,22,167,1,0,nonexistent,93.918,4.963,no
95,16571,24,admin.,married,university.degree,no,yes,jul,30,134,1,0,nonexistent,93.918,4.963,no
96,16572,39,blue-collar,married,basic.6y,unknown,no,jul,1,85,3,0,nonexistent,93.918,4.963,no
97,16573,32,technician,married,professional.course,no,yes,jul,23,172,2,0,nonexistent,93.918,4.963,no
98,16574,53,entrepreneur,divorced,university.degree,no,no,jul,8,383,2,0,nonexistent,93.918,4.963,no
99,16575,26,services,single,high.school,no,unknown,jul,26,588,1,0,nonexistent,93.918,4.963,no
100,16576,31,blue-collar,married,basic.9y,no,no,jul,30,152,1,0,nonexistent,93.918,4.963,no
101,16577,51,blue-collar,married,basic.4y,no,no,jul,25,25,6,0,nonexistent,93.918,4.963,no
102,16578,34,blue-collar,married,basic.9y,no,yes,jul,16,874,3,0,nonexistent,93.918,4.963,no
103,16579,24,admin.,married,university.degree,no,yes,jul,13,396,2,0,nonexistent,93.918,4.963,no
104,16580,29,self-employed,married,professional.course,unknown,no,jul,29,434,1,0,nonexistent,93.918,4.963,no
105,16581,25,blue-collar,single,basic.9y,no,yes,jul,27,322,2,0,nonexistent,93.918,4.963,no
106,16582,53,blue-collar,married,basic.4y,no,yes,jul,28,545,24,0,nonexistent,93.918,4.963,no
107,16583,59,retired,divorced,unknown,no,no,jul,21,413,2,0,nonexistent,93.918,4.963,no
108,16584,34,admin.,married,university.degree,no,no,jul,1,34,4,0,nonexistent,93.918,4.963,no
109,16585,47,technician,married,professional.course,no,yes,jul,19,586,2,0,nonexistent,93.918,4.963,no
110,16586,27,services,single,university.degree,no,no,jul,17,698,2,0,nonexistent,93.918,4.963,no
111,16587,24,services,single,basic.9y,no,yes,jul,14,73,4,0,nonexistent,93.918,4.963,no
112,16588,36,admin.,divorced,high.school,no,no,jul,27,1960,3,0,nonexistent,93.918,4.963,yes
113,16589,28,blue-collar,single,basic.4y,unknown,no,jul,1,186,1,0,nonexistent,93.918,4.963,no
