,client_id,age,job,marital,education,credit_default,mortgage,month,day,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome
0,20595,46,services,married,basic.4y,unknown,no,aug,11,507,3,0,nonexistent,93.444,4.966,no
1,20596,31,admin.,divorced,university.degree,no,yes,aug,13,77,6,0,nonexistent,93.444,4.965,no
2,20597,60,services,married,basic.4y,no,yes,aug,18,767,7,0,nonexistent,93.444,4.965,no
3,20598,54,blue-collar,married,basic.9y,unknown,yes,aug,27,388,4,0,nonexistent,93.444,4.965,no
4,20599,56,admin.,married,professional.course,no,yes,aug,24,106,1,0,nonexistent,93.444,4.965,no
5,20600,32,technician,single,university.degree,no,yes,aug,24,168,1,0,nonexistent,93.444,4.965,no
6,20601,35,management,married,university.degree,no,yes,aug,3,239,1,0,nonexistent,93.444,4.965,no
7,20602,57,self-employed,married,basic.9y,no,no,aug,21,139,1,0,nonexistent,93.444,4.965,no
8,20603,29,technician,unknown,high.school,no,yes,aug,26,78,1,0,nonexistent,93.444,4.965,no
9,20604,29,technician,unknown,high.school,no,yes,aug,20,536,1,0,nonexistent,93.444,4.965,no
10,20605,36,admin.,married,university.degree,unknown,yes,aug,29,295,1,0,nonexistent,93.444,4.965,no
11,20606,32,admin.,married,university.degree,no,yes,aug,5,224,1,0,nonexistent,93.444,4.965,no
12,20607,35,admin.,married,university.degree,unknown,yes,aug,22,156,1,0,nonexistent,93.444,4.965,no
13,20608,34,admin.,married,university.degree,unknown,yes,aug,2,206,1,0,nonexistent,93.444,4.965,no
14,20609,33,technician,single,university.degree,no,no,aug,26,317,1,0,nonexistent,93.444,4.965,no
15,20610,30,technician,married,high.school,no,no,aug,30,176,1,0,nonexistent,93.444,4.965,no
16,20611,35,technician,married,professional.course,unknown,yes,aug,16,69,1,0,nonexistent,93.444,4.965,no
17,20612,44,management,married,basic.9y,no,yes,aug,10,244,4,0,nonexistent,93.444,4.965,no
18,20613,46,technician,married,professional.course,no,yes,aug,1,114,3,0,nonexistent,93.444,4.965,no
19,20614,35,admin.,single,university.degree,no,yes,aug,10,132,1,0,nonexistent,93.444,4.965,no
20,20615,41,housemaid,married,basic.6y,unknown,no,aug,26,186,1,0,nonexistent,93.444,4.965,no
21,20616,30,technician,married,professional.course,no,no,aug,15,128,1,0,nonexistent,93.444,4.965,no
22,20617,30,technician,married,professional.course,no,yes,aug,1,78,1,0,nonexistent,93.444,4.965,no
23,20618,44,blue-collar,married,basic.6y,no,no,aug,3,128,2,0,nonexistent,93.444,4.965,no
24,20619,30,technician,married,professional.course,no,no,aug,4,100,1,0,nonexistent,93.444,4.965,no
25,20620,51,admin.,married,university.degree,unknown,yes,aug,11,96,1,0,nonexistent,93.444,4.965,no
26,20621,32,admin.,married,university.degree,no,yes,aug,17,1842,1,0,nonexistent,93.444,4.965,yes
27,20622,51,admin.,married,university.degree,unknown,unknown,aug,5,332,1,0,nonexistent,93.444,4.965,no
28,20623,33,admin.,single,university.degree,no,no,aug,15,159,1,0,nonexistent,93.444,4.965,no
29,20624,34,admin.,single,university.degree,unknown,no,aug,31,127,2,0,nonexistent,93.444,4.965,no
30,20625,31,technician,single,high.school,no,no,aug,13,303,1,0,nonexistent,93.444,4.965,no
31,20626,45,blue-collar,married,high.school,unknown,yes,aug,20,969,1,0,nonexistent,93.444,4.965,yes
32,20627,59,retired,married,university.degree,no,no,aug,16,295,1,0,nonexistent,93.444,4.965,no
33,20628,38,management,married,university.degree,no,no,aug,26,157,1,0,nonexistent,93.444,4.965,no
34,20629,32,admin.,single,university.degree,no,no,aug,25,823,1,0,nonexistent,93.444,4.965,yes
35,20630,38,management,married,university.degree,no,no,aug,28,58,1,0,nonexistent,93.444,4.965,no
36,20631,33,technician,married,high.school,no,no,aug,17,703,1,0,nonexistent,93.444,4.965,yes
37,20632,43,admin.,married,university.degree,no,no,aug,29,618,8,0,nonexistent,93.444,4.965,yes
38,20633,47,services,married,high.school,unknown,yes,aug,12,370,4,0,nonexistent,93.444,4.965,no
39,20634,31,services,single,university.degree,unknown,yes,aug,22,55,3,0,nonexistent,93.444,4.965,no
40,20635,58,admin.,married,university.degree,no,yes,aug,7,225,1,0,nonexistent,93.444,4.965,no
41,20636,58,admin.,married,university.degree,no,no,aug,18,460,1,0,nonexistent,93.444,4.965,no
42,20637,32,technician,single,university.degree,no,yes,aug,2,93,2,0,nonexistent,93.444,4.965,no
43,20638,35,technician,married,university.degree,no,yes,aug,23,455,1,0,nonexistent,93.444,4.965,yes
44,20639,51,admin.,single,university.degree,no,no,aug,24,214,2,0,nonexistent,93.444,4.965,no
45,20640,52,admin.,married,high.school,no,no,aug,27,139,1,0,nonexistent,93.444,4.965,no
46,20641,44,technician,divorced,professional.course,no,no,aug,15,57,2,0,nonexistent,93.444,4.965,no
47,20642,38,management,married,university.degree,unknown,no,aug,29,107,1,0,nonexistent,93.444,4.965,no
48,20643,46,blue-collar,married,basic.9y,no,no,aug,27,239,1,0,nonexistent,93.444,4.965,no
49,20644,36,admin.,single,university.degree,no,no,aug,1,142,1,0,nonexistent,93.444,4.965,no
50,20645,56,admin.,married,university.degree,unknown,yes,aug,14,287,1,0,nonexistent,93.444,4.965,no
51,20646,39,technician,married,professional.course,no,yes,aug,23,86,1,0,nonexistent,93.444,4.965,no
52,20647,40,management,married,high.school,no,no,aug,22,258,2,0,nonexistent,93.444,4.965,no
53,20648,34,admin.,divorced,university.degree,no,no,aug,4,185,1,0,nonexistent,93.444,4.965,no
54,20649,39,technician,married,professional.course,no,no,aug,25,458,1,0,nonexistent,93.444,4.965,no
55,20650,54,services,married,basic.4y,no,no,aug,29,211,1,0,nonexistent,93.444,4.965,no
56,20651,57,admin.,single,university.degree,unknown,yes,aug,29,73,1,0,nonexistent,93.444,4.965,no
57,20652,33,admin.,single,university.degree,unknown,yes,aug,16,121,1,0,nonexistent,93.444,4.965,no
58,20653,54,services,married,basic.4y,no,yes,aug,8,900,1,0,nonexistent,93.444,4.965,no
59,20654,57,admin.,single,university.degree,unknown,yes,aug,26,143,1,0,nonexistent,93.444,4.965,no
60,20655,57,admin.,single,university.degree,unknown,yes,aug,12,334,1,0,nonexistent,93.444,4.965,no
61,20656,57,admin.,single,university.degree,unknown,no,aug,10,112,1,0,nonexistent,93.444,4.965,no
62,20657,55,entrepreneur,divorced,high.school,unknown,no,aug,24,88,1,0,nonexistent,93.444,4.965,no
63,20658,32,technician,married,university.degree,no,yes,aug,5,123,1,0,nonexistent,93.444,4.965,no
64,20659,29,technician,single,professional.course,no,yes,aug,13,106,3,0,nonexistent,93.444,4.965,no
65,20660,40,technician,married,professional.course,unknown,yes,aug,12,115,1,0,nonexistent,93.444,4.965,no
66,20661,46,admin.,married,university.degree,no,yes,aug,27,73,1,0,nonexistent,93.444,4.965,no
67,20662,42,admin.,married,university.degree,no,yes,aug,7,71,1,0,nonexistent,93.444,4.965,no
68,20663,33,admin.,single,university.degree,no,yes,aug,26,110,2,0,nonexistent,93.444,4.965,no
69,20664,57,admin.,married,university.degree,unknown,no,aug,10,846,4,0,nonexistent,93.444,4.965,yes
70,20665,42,admin.,married,university.degree,no,yes,aug,11,334,1,0,nonexistent,93.444,4.965,no
71,20666,34,admin.,divorced,university.degree,no,no,aug,27,105,1,0,nonexistent,93.444,4.965,no
72,20667,34,admin.,divorced,university.degree,no,yes,aug,7,109,1,0,nonexistent,93.444,4.965,no
73,20668,42,unemployed,married,university.degree,unknown,no,aug,29,110,1,0,nonexistent,93.444,4.965,no
74,20669,58,admin.,married,university.degree,no,no,aug,24,233,2,0,nonexistent,93.444,4.965,no
75,20670,48,unemployed,married,basic.4y,unknown,yes,aug,17,57,1,0,nonexistent,93.444,4.965,no
76,20671,30,technician,married,university.degree,unknown,no,aug,13,96,1,0,nonexistent,93.444,4.965,no
77,20672,42,admin.,married,university.degree,no,no,aug,5,58,1,0,nonexistent,93.444,4.965,no
78,20673,44,admin.,married,university.degree,unknown,no,aug,20,227,1,0,nonexistent,93.444,4.965,no
79,20674,48,management,married,university.degree,unknown,no,aug,20,127,1,0,nonexistent,93.444,4.965,no
80,20675,36,admin.,divorced,university.degree,unknown,yes,aug,8,283,1,0,nonexistent,93.444,4.965,no
81,20676,54,admin.,single,university.degree,no,yes,aug,20,104,9,0,nonexistent,93.444,4.965,no
82,20677,41,admin.,married,university.degree,no,yes,aug,20,206,1,0,nonexistent,93.444,4.965,no
83,20678,31,admin.,married,high.school,no,yes,aug,3,91,1,0,nonexistent,93.444,4.965,no
84,20679,31,admin.,married,high.school,no,yes,aug,31,170,1,0,nonexistent,93.444,4.965,no
85,20680,41,admin.,married,university.degree,no,yes,aug,27,460,1,0,nonexistent,93.444,4.965,no
86,20681,33,technician,single,university.degree,unknown,unknown,aug,3,690,1,0,nonexistent,93.444,4.965,no
87,20682,45,self-employed,married,basic.6y,no,yes,aug,6,100,1,0,nonexistent,93.444,4.965,no
88,20683,31,admin.,single,university.degree,no,yes,aug,20,127,1,0,nonexistent,93.444,4.965,no
89,20684,40,technician,married,professional.course,unknown,yes,aug,3,192,1,0,nonexistent,93.444,4.965,no
90,20685,35,technician,single,professional.course,no,yes,aug,23,114,1,0,nonexistent,93.444,4.965,no
91,20686,32,technician,married,professional.course,no,yes,aug,5,159,1,0,nonexistent,93.444,4.965,no
92,20687,29,technician,married,university.degree,no,no,aug,24,183,1,0,nonexistent,93.444,4.965,no
93,20688,29,technician,married,university.degree,no,no,aug,8,80,1,0,nonexistent,93.444,4.965,no
94,20689,55,technician,married,university.degree,unknown,no,aug,17,144,1,0,nonexistent,93.444,4.965,no
95,20690,45,technician,married,professional.course,no,no,aug,20,132,1,0,nonexistent,93.444,4.965,no
96,20691,57,admin.,single,university.degree,unknown,yes,aug,10,86,2,0,nonexistent,93.444,4.965,no
97,20692,52,blue-collar,married,basic.4y,no,no,aug,4,269,2,0,nonexistent,93.444,4.965,no
98,20693,54,blue-collar,married,basic.4y,unknown,yes,aug,28,73,1,0,nonexistent,93.444,4.965,no
99,20694,54,blue-collar,married,basic.4y,unknown,yes,aug,21,261,1,0,nonexistent,93.444,4.965,no
100,20695,31,technician,married,professional.course,no,yes,aug,30,409,2,0,nonexistent,93.444,4.965,no
101,20696,34,admin.,single,university.degree,no,yes,aug,3,100,1,0,nonexistent,93.444,4.965,no
102,20697,54,blue-collar,married,basic.4y,unknown,yes,aug,5,60,1,0,nonexistent,93.444,4.965,no
103,20698,34,admin.,single,university.degree,no,yes,aug,18,165,1,0,nonexistent,93.444,4.965,no
104,20699,31,admin.,single,university.degree,no,yes,aug,7,94,1,0,nonexistent,93.444,4.965,no
105,20700,45,blue-collar,married,basic.9y,no,no,aug,28,325,1,0,nonexistent,93.444,4.965,no
106,20701,54,blue-collar,married,basic.4y,unknown,unknown,aug,9,88,1,0,nonexistent,93.444,4.965,no
107,20702,29,technician,married,university.degree,no,no,aug,16,201,1,0,nonexistent,93.444,4.965,no
108,20703,57,admin.,married,university.degree,no,no,aug,29,182,6,0,nonexistent,93.444,4.965,no
109,20704,54,blue-collar,married,basic.4y,unknown,yes,aug,27,403,1,0,nonexistent,93.444,4.965,no
110,20705,50,admin.,married,university.degree,no,yes,aug,17,1149,5,0,nonexistent,93.444,4.965,yes
111,20706,39,admin.,divorced,university.degree,no,yes,aug,15,130,3,0,nonexistent,93.444,4.965,no
112,20707,33,technician,single,university.degree,no,yes,aug,26,827,1,0,nonexistent,93.444,4.965,yes
113,20708,40,management,married,high.school,no,no,aug,12,119,1,0,nonexistent,93.444,4.965,no
114,20709,40,management,married,high.school,no,yes,aug,2,286,1,0,nonexistent,93.444,4.965,no
115,20710,39,management,married,high.school,no,no,aug,11,271,1,0,nonexistent,93.444,4.965,no
116,20711,39,admin.,single,university.degree,no,yes,aug,4,169,5,0,nonexistent,93.444,4.965,no
117,20712,30,technician,married,high.school,no,yes,aug,1,143,1,0,nonexistent,93.444,4.965,no
118,20713,52,admin.,married,university.degree,unknown,yes,aug,16,81,1,0,nonexistent,93.444,4.965,no
119,20714,59,blue-collar,married,basic.4y,unknown,yes,aug,9,145,2,0,nonexistent,93.444,4.965,no
120,20715,44,admin.,married,university.degree,unknown,yes,aug,11,641,2,0,nonexistent,93.444,4.965,yes
121,20716,34,technician,single,university.degree,no,no,aug,30,62,1,0,nonexistent,93.444,4.965,no
122,20717,46,blue-collar,married,basic.6y,unknown,no,aug,4,151,1,0,nonexistent,93.444,4.965,no
123,20718,31,technician,married,professional.course,no,yes,aug,20,87,1,0,nonexistent,93.444,4.965,no
124,20719,34,admin.,married,university.degree,no,no,aug,7,202,1,0,nonexistent,93.444,4.965,no
125,20720,34,admin.,married,university.degree,no,yes,aug,13,270,1,0,nonexistent,93.444,4.965,no
126,20721,30,admin.,married,high.school,unknown,yes,aug,11,299,2,0,nonexistent,93.444,4.965,no
127,20722,57,admin.,single,university.degree,unknown,yes,aug,9,404,4,0,nonexistent,93.444,4.965,yes
128,20723,39,technician,married,professional.course,no,yes,aug,24,657,6,0,nonexistent,93.444,4.965,yes
129,20724,58,retired,married,basic.4y,no,no,aug,7,180,4,0,nonexistent,93.444,4.965,no
130,20725,52,technician,married,professional.course,no,yes,aug,9,203,3,0,nonexistent,93.444,4.965,no
