,client_id,age,job,marital,education,credit_default,mortgage,month,day,contact_duration,number_contacts,previous_campaign_contacts,previous_outcome,cons_price_idx,euribor_three_months,campaign_outcome
0,8238,44,admin.,single,university.degree,no,no,jun,17,143,1,0,nonexistent,94.465,4.864,no
1,8239,38,admin.,single,university.degree,no,yes,jun,18,284,1,0,nonexistent,94.465,4.864,no
2,8240,40,blue-collar,married,basic.4y,unknown,yes,jun,13,161,3,0,nonexistent,94.465,4.864,no
3,8241,30,self-employed,married,professional.course,no,yes,jun,28,123,4,0,nonexistent,94.465,4.864,no
4,8242,36,student,single,basic.9y,no,yes,jun,14,771,1,0,nonexistent,94.465,4.864,no
5,8243,50,blue-collar,married,basic.6y,unknown,yes,jun,13,103,2,0,nonexistent,94.465,4.864,no
6,8244,28,admin.,single,high.school,no,no,jun,6,132,5,0,nonexistent,94.465,4.864,no
7,8245,50,services,married,high.school,unknown,yes,jun,15,235,1,0,nonexistent,94.465,4.864,no
8,8246,48,management,married,university.degree,no,yes,jun,28,1025,7,0,nonexistent,94.465,4.864,yes
9,8247,57,blue-collar,divorced,basic.9y,no,yes,jun,29,45,2,0,nonexistent,94.465,4.864,no
10,8248,56,entrepreneur,married,university.degree,no,no,jun,10,21,3,0,nonexistent,94.465,4.864,no
11,8249,56,entrepreneur,married,unknown,unknown,yes,jun,3,536,1,0,nonexistent,94.465,4.864,no
12,8250,27,admin.,married,basic.9y,no,yes,jun,21,243,3,0,nonexistent,94.465,4.864,no
13,8251,49,blue-collar,married,basic.4y,unknown,yes,jun,22,131,5,0,nonexistent,94.465,4.864,no
14,8252,52,blue-collar,married,basic.4y,unknown,yes,jun,27,316,1,0,nonexistent,94.465,4.864,no
15,8253,35,blue-collar,married,basic.4y,unknown,yes,jun,1,192,2,0,nonexistent,94.465,4.864,no
16,8254,34,technician,married,professional.course,no,no,jun,22,145,1,0,nonexistent,94.465,4.864,no
17,8255,50,blue-collar,divorced,basic.9y,no,yes,jun,21,288,2,0,nonexistent,94.465,4.864,no
18,8256,29,admin.,single,basic.9y,unknown,no,jun,3,569,2,0,nonexistent,94.465,4.864,no
19,8257,31,blue-collar,married,basic.9y,no,yes,jun,9,23,1,0,nonexistent,94.465,4.864,no
20,8258,40,admin.,married,high.school,no,yes,jun,18,406,3,0,nonexistent,94.465,4.864,no
21,8259,37,self-employed,married,basic.9y,unknown,yes,jun,25,106,6,0,nonexistent,94.465,4.864,no
22,8260,37,services,married,high.school,no,no,jun,11,393,3,0,nonexistent,94.465,4.864,no
23,8261,57,blue-collar,married,high.school,unknown,no,jun,7,171,3,0,nonexistent,94.465,4.864,no
24,8262,31,admin.,single,university.degree,no,yes,jun,25,116,1,0,nonexistent,94.465,4.864,no
25,8263,40,admin.,single,high.school,no,no,jun,10,25,1,0,nonexistent,94.465,4.864,no
26,8264,30,blue-collar,married,unknown,no,no,jun,13,118,2,0,nonexistent,94.465,4.864,no
27,8265,43,blue-collar,married,basic.9y,no,no,jun,4,75,1,0,nonexistent,94.465,4.864,no
28,8266,35,blue-collar,married,high.school,no,yes,jun,26,54,1,0,nonexistent,94.465,4.864,no
29,8267,29,services,single,university.degree,unknown,no,jun,11,235,1,0,nonexistent,94.465,4.864,no
30,8268,38,admin.,married,basic.9y,no,no,jun,30,404,4,0,nonexistent,94.465,4.864,no
31,8269,46,blue-collar,married,basic.6y,no,no,jun,20,179,2,0,nonexistent,94.465,4.864,no
32,8270,47,technician,single,professional.course,unknown,no,jun,3,126,1,0,nonexistent,94.465,4.864,no
33,8271,39,admin.,married,university.degree,no,no,jun,17,102,1,0,nonexistent,94.465,4.864,no
34,8272,42,blue-collar,married,basic.4y,no,no,jun,8,110,4,0,nonexistent,94.465,4.864,no
35,8273,35,self-employed,married,basic.9y,no,no,jun,26,227,1,0,nonexistent,94.465,4.864,no
36,8274,39,self-employed,married,university.degree,unknown,yes,jun,13,123,5,0,nonexistent,94.465,4.864,no
37,8275,57,technician,married,professional.course,no,yes,jun,11,194,2,0,nonexistent,94.465,4.864,no
38,8276,38,admin.,single,university.degree,unknown,yes,jun,16,992,1,0,nonexistent,94.465,4.864,yes
39,8277,47,management,married,basic.4y,unknown,yes,jun,11,100,3,0,nonexistent,94.465,4.864,no
40,8278,37,management,married,university.degree,no,no,jun,18,303,1,0,nonexistent,94.465,4.864,no
41,8279,41,blue-collar,married,basic.6y,no,yes,jun,22,732,2,0,nonexistent,94.465,4.864,yes
42,8280,41,services,married,high.school,no,no,jun,23,366,1,0,nonexistent,94.465,4.864,no
43,8281,42,technician,married,university.degree,unknown,no,jun,19,228,1,0,nonexistent,94.465,4.864,no
44,8282,38,blue-collar,married,basic.6y,unknown,no,jun,7,14,1,0,nonexistent,94.465,4.864,no
45,8283,46,admin.,single,university.degree,unknown,no,jun,19,193,1,0,nonexistent,94.465,4.864,no
46,8284,31,blue-collar,single,basic.9y,unknown,yes,jun,5,409,1,0,nonexistent,94.465,4.864,no
47,8285,32,technician,married,professional.course,no,yes,jun,19,220,2,0,nonexistent,94.465,4.864,no
48,8286,46,unemployed,divorced,basic.9y,no,yes,jun,7,231,2,0,nonexistent,94.465,4.864,no
49,8287,59,entrepreneur,married,unknown,no,no,jun,4,242,2,0,nonexistent,94.465,4.864,no
50,8288,55,unknown,married,basic.4y,unknown,yes,jun,23,216,2,0,nonexistent,94.465,4.864,no
51,8289,53,self-employed,married,university.degree,no,yes,jun,23,119,4,0,nonexistent,94.465,4.864,no
52,8290,43,unemployed,married,professional.course,no,no,jun,17,41,5,0,nonexistent,94.465,4.864,no
53,8291,49,blue-collar,married,basic.4y,no,yes,jun,18,495,3,0,nonexistent,94.465,4.864,no
54,8292,50,blue-collar,married,basic.9y,no,no,jun,28,128,6,0,nonexistent,94.465,4.864,no
